developer,count
ProYuga Advanced Technologies Ltd,1
Myou,1
Glass Revolver,1
TeamTOCH,1
Sandstorm Studios Inc.,1
Green-eyed Taxi,1
七彩绘色游戏,1
Mono Studio,1
Kubat Software,1
Roope Tamminen,1
"Return To Adventure Mountain, LLC",1
Sunna Entertainment,1
Another Story,1
Lightbulb Crew,1
"SAFARI GAMES Co., Ltd.",1
Red Vibe Studio,1
WindyVerse,1
Brain Seal Ltd,1
Kunos Simulazioni,1
Egor Rezenov,1
CSM,1
RhinoGearz,1
Lowe Bros. Studios LLC,1
Darong Studio,1
lastgame,1
Smee,1
"AyDream Co., Ltd.",1
Sierra Lee,1
James Patton,1
Kurenaibook,1
Wonderbelly Games,1
PiBoSo,1
Polygon Dust Entertainment Ltd.,1
AAD Games,1
That Indie Studio,1
Ripened Peach Entertainment,1
"Tozai Games, Inc.",1
souvenir circ.,1
SmallSqurriel,1
Counterplay Games Inc,1
Laughing Machines,1
Uroboros Games,1
Zouking,1
Gentlymad Studios,1
内购人生PABL,1
Dambuster Studios,1
GrisGris,1
N-RACING,1
MorbidWare,1
Bombservice,1
EtherGaming,1
Canvas+Garden,1
Secret Base,1
Ratloop Asia,1
Loria,1
Little Rock Games,1
indie.io,1
Vault Game Studio,1
Team Mental,1
GameTrek,1
Edym Pixels,1
ArtePiazza,1
JPEG OF PAIN GAMES,1
deviant.tech,1
Eagre Games,1
IceTorch Interactive,1
Spare Parts Oasis,1
Muro Studios,1
Ertal Games,1
Dark Crystal Games,1
Protoculture Games,1
"B.B.STUDIO CO.,LTD.",1
System 3,1
Herobeat Studios,1
Action Squad Studios,1
3DClouds,1
TookiPalooki,1
Eleventh Hour Games,1
Magnus Ander,1
No Code,1
Llamasoft Ltd.,1
Cydonian Games,1
GameCrafters,1
90Games,1
Code Wakers,1
Aikesi,1
Denside Studios,1
Dystopia Interactive,1
CBC Games,1
Stuck In Attic,1
MAD.com,1
Eren Aydin,1
Serhat Yucekaya,1
Vanl,1
Dimension 32 Entertainment,1
VARSAV Game Studios,1
Tower Games,1
JiangHu Studio,1
RYM GAMES,1
AZGames,1
Sailors Moon Studios,1
648工作室,1
Moon Punch Studio,1
ALTARI GAMES,1
Hero Concept,1
A.Y.std,1
Studio Goya,1
Mensh,1
Taichi Games,1
Igrek Games,1
77p Studios,1
George Eracleous,1
Errol Bucy,1
Average Games,1
Andriy Bychkovskyi,1
Neverjam,1
Goodgame Studios,1
Burst2Flame Entertainment,1
Osmose Studio,1
GeeSeki,1
Mana Potion Studios,1
TiGames,1
GameFormatic S.A.,1
Simteract,1
OTA IMON Studios,1
CyDream,1
Hovgaard Games,1
Eggcode,1
Different Tales,1
Henrique Faitta Chitolina,1
Pidro Soft,1
OverBorder Studio,1
CarlosGameDev,1
Ops Game Studio,1
OTL GAME,1
7A Games,1
oddbreeze,1
Applimazing,1
Laputa Labs,1
FuturLab,1
Elasto Mania Team,1
Balazs Rozsa,1
Proton Studio,1
icefill,1
Skirmish Mode Games,1
TLR Games,1
Draconia Dev Team,1
DarkStone Digital,1
idoz & phops,1
David Marquardt Studios,1
Airdorf Games,1
Guinxu,1
SmashHammer Games,1
Red Nexus Games Inc.,1
Zodiacus Games,1
BadMudStudio,1
Banger Chasers,1
dietzribi,1
Everplay Interactive,1
Blow and Try Again,1
Rocketcat Games,1
EnDrew,1
Curious Planet,1
Igor Uduslivii,1
Dariia Babchuk,1
Andrii Petrov,1
semiwork,1
SimplePlan,1
Awaken Realms,1
Ovid Works,1
Together Games,1
Kodo Linija,1
Insane Code,1
Marvelous Games,1
Vona Soft,1
Starni Games,1
Irwin Segarane,1
Sad Owl Studios,1
Summitsphere,1
Mehsoft,1
Perfoon,1
City From Naught Inc.,1
Sonic Powered,1
//commentout,1
"Warrior General Games, LLC",1
Max Mraz,1
Henagames,1
Winterlook Games,1
Baronnerie Games,1
Kenkou Land,1
MediaTale,1
TrampolineTales,1
Maldo19,1
Shinachiku-castella,1
Akiragoya,1
Shaikonina Games,1
Usual Suspects Studios,1
Pixelbois,1
樂磚Joy Brick,1
Grimlore Games,1
Quadfix Games,1
Crawly Games,1
Abbey 'Scruncho' Smith,1
Bathysfear Labs,1
John Szymanski,1
scopatgames,1
HiFight,1
Balio Studio,1
Twin Hearts,1
Main Tank Software,1
SuperWriter Games LLC,1
Soiree,1
Vittorio Romeo,1
GameBoom VR,1
The-Mark Entertainment,1
Flying Squirrel Entertainment,1
Dual Effect,1
Abstract Digital,1
ThinkingStars,1
IriySoft,1
DU&I,1
Wormwood Studios,1
Adglobe,1
P3 Games,1
AFTERLIFE👻,1
DragonBear Studios,1
Virtual Arts Studio,1
Trigger Labs,1
Melonsoda Soft,1
Tunnel Vision Studio,1
Daniel Mullins Games,1
Wither Studios,1
Akabaka,1
Vidas Salavejus,1
KO_OP,1
Rarykos,1
nonononono,1
like Charlie,1
Bugbear,1
24 Entertainment,1
ehmprah,1
TB Games,1
Team Ladybug,1
Demolish Games S.A.,1
@unepic_fran,1
Thunder Devs.,1
Sam Vallely,1
DVloper,1
Astral Pixel,1
Inverse Game,1
Leven Liu,1
Kagura Games,1
TorchEntertainment,1
Loadinc Entertainment,1
Kirillkrm,1
Small Studio by Mac Guff,1
a_BAHN,1
Lemon Sky Studios,1
Xlab Digital,1
ZHANG FAN,1
Infuse Studio,1
L2 Games,1
ORIGAME DIGITAL,1
Team Nimbus,1
Mazjojo Productions,1
Fair Pixel LLC,1
Rbois,1
Perverteer Games,1
Soaring Pixels Games,1
ustwo games,1
Two Inc,1
Weed Games,1
Gen90Software,1
Ubisoft Paris Studio,1
Star Vault AB,1
Pixel Canvas Inc,1
Airship Syndicate,1
Yoba Games,1
General Interactive Co.,1
Respawn Entertainment,1
Sunhead Games,1
Rare Ltd,1
Bleakmill,1
Lockpickle,1
Journey Bound Games,1
David Kaleta,1
Cloak and Dagger Games,1
Evil Boobs Cult,1
Freebird Games,1
Bambuseae Games,1
Happy Snake,1
Incuvo S.A.,1
Cтрельба,1
Black Beach Studio,1
Orange Pylon Games,1
Team Rez,1
Pawley Games,1
Starbreeze Studios,1
Forceight,1
Elixir Games,1
PersonaeGame Studio,1
3DPet,1
Rad Codex,1
Eyaura,1
LunchHouse Software,1
mañana studios,1
Poobool,1
Mk-II,1
Majorariatto,1
GFX47,1
Outlier,1
GUT.GAMES,1
Betagames Group,1
Hiding Spot,1
Indiesruption,1
UN JE NE SAIS QUOI,1
UMANIMATION,1
Rocket Adrift,1
BLUM Entertainment,1
Apple Tart,1
Studio Aesthesia,1
Panic Machine,1
MAGES.,1
weltenbauer. Software Entwicklung GmbH,1
OverDrift Crew,1
"Studio Hatch Co., Ltd.",1
Sumo Digital,1
Dojin Otome,1
Asteroid Game Studio,1
Hypnotic Ants,1
Atelier Choice,1
StudioDobby,1
Miju Games,1
ArenaNet®,1
Neko Game,1
Moon Kid,1
rose-engine,1
PopCap,1
Runic Rise Games,1
Zerodiv,1
Dale Turner,1
"Catch & Release, LLC",1
Gilligames,1
Gaco Games,1
DEVBOX,1
GentleDriver,1
Era,1
Reaper Games,1
Mr Z Games,1
Anton Pushkarev,1
TheGameCreators,1
Toppluva AB,1
Limited Games,1
KeelWorks,1
Horgee Games,1
Out of the Blue Games,1
MNKY,1
SOFTSTAR,1
DOMO Studio,1
WayUpGames,1
Recreate Games,1
Patrick Traynor,1
Emberfish Games,1
Studio Kosen,1
re零同人社,1
Anduo Games,1
Cheesecake Dev,1
Molleindustria,1
CITY CONNECTION,1
Orphic Software,1
oyasumi Workshop,1
Future Games,1
thatgamecompany,1
Leppsoft,1
"Fatbot Games, s. r. o.",1
WarpFrog,1
Triternion,1
SoraPrayer,1
Drakkar Dev,1
AGL studios,1
Kishimoto Studios,1
T4 Interactive,1
Clifftop Games,1
Nemega,1
Hugecalf Studios,1
Salmi Games,1
Michele Pirovano,1
Sean Scaplehorn,1
Animallica Games Studio,1
Circus,1
Vanimals,1
"Bit Planet Games, LLC",1
Ivanovich Games,1
Rocwise Entertainment,1
Your Story Interactive,1
frecle,1
Funforge,1
Snap Finger Click,1
Redbeet Interactive,1
DMT,1
Whiskeybarrel Studios,1
Red Limb Studio,1
Paul Helman,1
Ignis Sanat,1
Alekseev,1
Massive Monster,1
Tasselfoot,1
Norbert Palacz,1
Zanardi and Liza,1
Ominous Entertainment,1
Cold Beam Games,1
ID Card,1
Pumpkin Interactive,1
Silver Machine Studios,1
"Outpost Games, Inc.",1
Luden.io,1
"mtb design works, inc.",1
Hunchback Studio,1
Hammer Games,1
Idea Cabin,1
Mikhail Nevsky,1
Stonebrick Studios,1
onebitbeyond,1
"Reflections, a Ubisoft Studio",1
SCT,1
LYCORIS,1
Laura Shigihara,1
Blender Games,1
ZemunBRE,1
Impact Gameworks,1
Abylight,1
Zetsubou,1
Platonic Partnership,1
A44,1
Trino Games,1
Hades Productions,1
Kasey Ozymy,1
SOFTSTAR TECHNOLOGY(BEIJING),1
RLR Training Inc,1
Topstitch Games,1
Mad Mimic,1
Liquid Donkey Games,1
Gathering Tree,1
Hernán Smicht,1
YIRA::,1
Kuro Irodoru Yomiji,1
David Su,1
Helmi Bastami,1
George Batchelor,1
3dinvis games,1
AlphaSoft LLC,1
Lionbite Games,1
Crypton Future Media,1
Moonfire Entertainment,1
Radiation Blue,1
After Death Team,1
Harpoon Games,1
PanicBarn,1
ClockWork Wolf,1
Mutant Entertainment Studios,1
Aetheric Games,1
ATOMIC BREATH,1
FraZack,1
Feral Cat Den,1
SEROSOO,1
Solar Sail Games Ltd,1
Vestaria Project,1
Crasleen Games,1
SPG Mistarille,1
Cleveland Mark Blakemore,1
Screambox Studio,1
Portal Entertainment,1
MojoTouch,1
Adventure Soft,1
Noobz from Poland,1
sebagamesdev,1
"Truant pixel, LLC",1
Kitfox Games,1
Landfall West,1
Crow's Key Studios,1
Atomic Jelly,1
Shevchenko Technology,1
Robert Wahler,1
Fableware,1
Enitvare,1
Proton Studio Inc,1
SPECTRUM GAMES,1
Origin8 Technologies Ltd.,1
Damian Bernardi,1
Leif Ian Anderson,1
PleasingFungus Games,1
Strange Fire,1
Patron Ibrahim,1
EmilyMGames,1
S-Game,1
Somnium Games d.o.o.,1
Firecast Studio,1
Okomotive,1
The Archotek Project Team,1
Abyss Gameworks,1
Workroom7,1
Holyday Studios,1
Peter Whalen,1
Kitsune Games,1
Stranga,1
Blue Wizard Digital,1
Crazy Cactus Entertainment,1
Animu Game,1
Battlecruiser Games,1
Vladislav Castillo Gonzalez,1
Rogue Factor,1
Altaire,1
Blackjard Softworks,1
Valravn Games,1
Space Plunge,1
QUByte Interactive,1
Trunka,1
Vladimir Soldatov,1
FELISTELLA,1
Ganbarion,1
Perfuse Entertainment,1
Radical Phi,1
Leopoly,1
Rafael Farias,1
Activision,1
Bowlcut Studios,1
Binx Games,1
Croteam Incubator,1
ChairKilling,1
DeadToast Entertainment,1
TiliaSoft,1
AQURIA,1
Bogdan Rozymny,1
Timeslip Softworks,1
"Beep Games, Inc.",1
Bitbaboon,1
Ladomu,1
Angels Blue Digital Entertainment,1
DigitalEZ,1
Saturn Plus,1
Deep Shadows,1
White Dog Games,1
Robotality,1
Quantum Phoenix Studio,1
Michail Romanov,1
Denis Esie,1
Artem Lynev,1
Red Unit Studios,1
Artur Samoylenko,1
Sushee,1
Delusional Games,1
TotallyNotReptillian,1
MercuryStudio,1
Peak Angle Team,1
Odd Raven Studios,1
Red Storm,1
Cavalier Game Studios,1
Joure Visser,1
Tequilabyte Studio,1
BrickCream,1
SEMISOFT,1
Sungazer Software LLC,1
Funghisoft,1
SharF Co.,1
Mohawk Games,1
Headbang Club,1
Creative Pudding Hungary Llc.,1
4Fufelz,1
NoBreadStudio,1
Rune Skovbo Johansen,1
SAT-BOX,1
Batholith Entertainment,1
Zolden Games,1
Petums,1
Keybol,1
Mike Studios,1
Satur Entertainment,1
Doborog Games,1
Asymmetric,1
Lapovich Team,1
Jonathan Tindell,1
IzHard,1
Baroque Decay,1
Sergey Dvoynikov,1
Timofey Shargorodskiy,1
Neckbolt,1
EasyWays Team,1
FakeFish,1
Undertow Games,1
ZELENIUK,1
Broken Arms Games,1
Stormseeker Games,1
ARTDINK CORPORATION,1
AirWave Games,1
Con Man Games,1
Design Factory,1
Nikolai Usachev,1
Rhombico Games,1
Watercolor Games,1
Brogames,1
Low Magic Studios,1
Vogelfänger,1
Nuclear Tales,1
Prasius,1
Nezon Production,1
Finger Squad,1
Retro Epic,1
Berezka,1
22cans,1
Christian Whitehead,1
Headcannon,1
PagodaWest Games,1
Sewer Cat,1
Cult Software,1
IndieGala,1
CtrlMovie,1
Painted Black Games,1
Pixel House Games,1
Abigail Corfman,1
EP Games®,1
Flashbulb,1
Svarog Studios,1
Applava,1
Toxic Dog,1
Aardman Animations,1
Digixart,1
墨鱼玩游戏,1
Starcolt,1
TOKYOTOON,1
Gambit Games Studio,1
Wanba Studio,1
Studio Christmas,1
Steel Sky Productions,1
Tin Man Games,1
RuneHeads,1
Marco Amadei,1
Obscure Tales,1
rocketship,1
Studio FOW Interactive,1
NOTvil,1
Mi'pu'mi Games GmbH,1
GAME ARTS,1
Dexter Manning,1
Terror Dog Studio,1
Chasing Rats Games,1
MapleDorm Games,1
DirectDoggo,1
Dope Games,1
Reverie World Studios,1
Studio Élan,1
Ember Light Games,1
Hermit Games,1
2P Games,1
White_Rabbit_Games,1
Koraku,1
Amanita Design,1
OVRAS Team,1
Ancient Forge,1
Chimeric,1
Skymap Games,1
Domesticated Ant Games,1
Norsfell,1
Innocent Grey,1
Multiverse,1
Hologryph,1
Eerie Guest Studios,1
Misultin Studios,1
Erik Asmussen,1
"Aarne ""MekaSkull"" Hunziker",1
Affray Interactive,1
GoldenGod Games,1
Censored,1
Polarbyte Games,1
Simula Games,1
ASa Project,1
Alt Shift,1
Twin Petes,1
Fuchs+Dachs,1
Modern Storyteller,1
Midjiwan AB,1
PanGuoJun,1
Atomic Wolf,1
L.INC,1
北京星磐科技,1
SIG Publishing,1
Cocopo,1
Misadventurous,1
EightyEight Games,1
Pillow Castle,1
Chaos Concept,1
Pupuya Games,1
Dmitrii Lomakin,1
Playmestudio,1
4 Dimension Games,1
PICORINNE SOFT,1
Julian Laufer,1
KENZsoft,1
Deathbulge,1
Five Houses LLC,1
Innominate Games,1
Towerfag,1
Lobby Divinus,1
illius,1
猫跑工作室,1
BlackTale Games,1
Veitikka Studios,1
Mighty Kingdom,1
PuffballsUnited,1
Team Lazerbeam,1
The Superweaks,1
Autoexec Games,1
Tiny Warrior Games,1
Virtuous Development,1
Tactical Adventures,1
DesktopMMD Team,1
EastFog Studios,1
Protocol Games,1
Thomas Waterzooi,1
imaginarylab,1
Original Fire Games,1
Hamsters Gaming,1
Myles Jorgensen,1
WT Studio,1
Abrakam Entertainment SA,1
The Outsiders,1
Cyber Realistic Game,1
Ominux Games,1
"Idea Factory, Compile Heart",1
Mechanistry,1
Studio Pixel Punk,1
Picogram,1
James Bendon,1
IndieMax,1
PHL Collective,1
Friend & Foe Games,1
Hutlihut Games,1
GhostShark,1
Pahris Entertainment SIA,1
Advance Garde,1
Main Leaf,1
Amazon Games,1
Citizen of Life Games,1
Woodland Games,1
Poly anchor studio,1
Glaive Games,1
Cadabra Games,1
Outerloop Games,1
Fireart Games,1
Maze Theory,1
MonteBearo,1
Command Development Team,1
Maulidan Games,1
Anima Project,1
Hempuli Oy,1
LW.C,1
Yang.L,1
Cultic Games,1
Galactic Gaming Guild,1
Deric Ruhl,1
REDWHALE GAMES Inc.,1
属音制作组,1
BadW0lf,1
Captain Games,1
Monad Rock,1
Flaming Fowl Studios,1
EXOR Studios,1
Magic Design Studios,1
NorthernBytes Software,1
Koksny.com,1
Corentin Derbré,1
Osaris Games,1
Dragon Slumber,1
AmberDrop,1
Nupixo Games,1
Team Sorcerobe,1
Illusion Ray,1
Flat Cat Games,1
TrickeySoft LLC,1
Butterscotch Shenanigans,1
Asylum Entertainment Inc.,1
Dominique Grieshofer,1
Mario von Rickenbach,1
Michael Frei,1
L&L Technology,1
Gem Rose Accent,1
KANAWO,1
"GANBARION Co., Ltd.",1
Uri Games,1
Black Sea Games,1
Copychaser Games,1
RocketPunch Games,1
TARO,1
Angry Demon Studio,1
Steel Wool Studios,1
Khor Chin Heong,1
Cypron Interactive,1
Byking Inc.,1
Ricardo Pratas,1
Deep Dive Interactive,1
Rose City Games,1
Datura Games,1
Ironward,1
Three Rings Inc.,1
Crazy Rocks,1
Sealtail Studio,1
Shedworks,1
Bird Bath Games,1
Dynamic Media Triad,1
Volha,1
Laush Studio,1
JustUsGameLab,1
Wazen,1
SOEDESCO,1
Merge Games,1
"Joon, Pol, Muutsch, Char & Torfi",1
Phaser Lock Interactive,1
Tatamibeya 畳部屋,1
MyDreamForever,1
Hummingwarp Interactive,1
Rabbiroo,1
Namo Gamo,1
Shockwork Games,1
Somer Games,1
Sweet Bandits Studios,1
Paper Cult,1
YFC games,1
"FromSoftware, Inc",1
Plueschkatze,1
Starlit Castle,1
rokaplay,1
Kinemotik Studios,1
Cheerdealers,1
Luminous,1
Yak & Co,1
"Hamumu Games, Inc.",1
Grapeshot Games,1
Qunee,1
Booming Tech,1
Argonwood,1
Mzonestudio,1
大好网,1
Sleeper Games,1
Baked Games,1
Rigidbody,1
White Owls Inc.,1
Pixile,1
Road Studio S.A.,1
Joshua Keith,1
One Wing Cicada,1
Gattai Games,1
Alien Pixel Studios,1
AEXLAB,1
S&COR Games,1
HomeBearStudio,1
Steppe Hare Studio,1
SMILE,1
Tlön Industries,1
Let it roll AB,1
Cobble Games,1
Disaster Studio,1
H. Hochkins,1
Jellyfish Parade,1
Underbite Games,1
Billy Basso,1
John Holmvall,1
Entertainment Forge,1
Playcademy,1
Tantalus Media,1
Wicked Witch,1
World's Edge,1
CaptureAge,1
"ILCA, Inc.",1
Nixtor Game Studio,1
Paralune LLC,1
moi rai games,1
MINOVATE HONG KONG LIMITED,1
5WORD Team,1
DragonSnow,1
Besedka Games Studio,1
Piotr Bunkowski,1
Aeromir,1
Chromosphere Games,1
Heart Machine,1
Gadget Games,1
Rubycone,1
Pencil Test Studios,1
Causal Bit Games Inc.,1
Siege Camp,1
PiedPipers Team,1
Space Bullet Dynamics Corporation,1
Villa Gorilla,1
Virtual Racing Industries Ltd.,1
iosoftware,1
Atelier 801,1
Dingaling Productions,1
SuperChop Games,1
"Fantasy Flight Publishing, Inc.",1
Scott Host,1
Celeris,1
Brainseed Factory,1
Sergey Pershakov,1
Studio Evil,1
MOONSTONE,1
Code}{atch,1
ALICE IN DISSONANCE,1
Photon Arena,1
Twice Circled,1
Lanstrash,1
OBLONE Software,1
Fluffy Kitten Studios,1
CBE software,1
Mixamo,1
Moonlight Mouse,1
Pantera Entertainment,1
Eidos Montreal,1
Looking Glass Studios,1
Handyman Studios,1
Robot Loves Kitty,1
Pieces Interactive,1
"Monochrome, Inc",1
Andrew Morrish,1
Team2Bit,1
Ubisoft,1
Games Distillery s.r.o.,1
ProjectorGames,1
Misfits Attic,1
Digital Arrow,1
Irresponsible Games,1
The Dreamers Guild,1
Koboldgames,1
MagicalTimeBean,1
Press Play,1
Colossal Order Ltd.,1
Pulse Entertainment,1
Full Control,1
Kylotonn Entertainment,1
Ubisoft Montréal,1
GameCrafterTeam,1
"GameTomo Co., Ltd.",1
Allgraf,1
2DArray,1
Sarah Northway,1
Wyse Games,1
Great Cogs,1
Semaphore,1
Fern Nigro,1
Drool,1
Monogon Games,1
Chris Sawyer,1
Nostalgia,1
Pinokl Games,1
Kverta,1
White Rabbit,1
Lag Studios,1
David Mulder,1
Double Stallion,1
Noumenon Games,1
Shining Pixel Studios,1
nornware AB,1
The Stork Burnt Down,1
G5 Software,1
Seaven Studio,1
Alda Games,1
Eric Hornby,1
Access Games,1
Maschinen-Mensch,1
JAM Productions,1
Remedy,1
Moonlite Software,1
Cygnus Studios,1
Toys for Bob,1
marbenx,1
Anarchy Enterprises,1
Triskell Interactive,1
Alex Francois,1
DTF games,1
Akçay Karaazmak,1
Studio Wildcard,1
The Wall Productions Inc.,1
Meridian4,1
STRIKEWORKS,1
The Odd Gentlemen,1
KPy3O,1
Noostyche,1
Skobbejak Games,1
Skermunkel,1
Specialbit Studio,1
Hanaji Games,1
Synset,1
Spiderling Studios,1
VIS-Games,1
Efecto Studios,1
A Stranger Gravity,1
Virtual Basement LLC,1
Fermenter Games,1
Red River Studio,1
Mana Games,1
Hedge Knight Games,1
peakvox,1
O-TWO inc.,1
Niffler Ltd.,1
Dez,1
PolyKnight Games,1
Sim155 Limited,1
Minority Media Inc.,1
Monolith Productions,1
Centauri Production,1
Pathea Games,1
Red Thread Games,1
Artery Games,1
Hemisphere Games,1
Elecorn,1
GFI Russia,1
Teotl Studios,1
Power of 2,1
"Big Splash Games, LLC",1
Aliasworlds Entertainment,1
PlayFirst,1
Vectorpark,1
Kerberos Productions,1
Blue Fang,1
KTX Software,1
Codemasters Racing,1
Elite Games Team,1
Kloonigames,1
SoftLab-NSK,1
Over the Top Games,1
Coreplay GmbH,1
Bigmoon Studios,1
Sparpweed,1
Colibri Games,1
Paul Fisch,1
Murudai,1
Krystian Majewski,1
Game Distillery s.r.o.,1
Zeroscale,1
Sigma Team Inc.,1
Bedlam Games,1
KranX Productions,1
Number None,1
FreakZone Games,1
2K China,1
SpinTop Games,1
Elixir Studios,1
GlyphX Games,1
Cavetap,1
PopTop,1
Best Way,1
Beautiful Game Studios,1
Pivotal Games,1
Eidos Studio Hungary,1
Bizarre Creations,1
CCP,1
SimBin,1
2K Marin,1
2K Australia,1
Lazy 8 Studios,1
Virtual Programming (Linux),1
Aspyr (Linux),1
Gray Matter Studios,1
Queasy Games,1
Crackpot Entertainment,1
Replay Studios,1
Spark Unlimited,1
2D BOY,1
TaleWorlds Entertainment,1
Headfirst Productions,1
Apus Software,1
Three Donkeys LLC,1
Team17 Software Ltd.,1
Crytek Studios,1
Grey Havens,1
Mystic Box,1
Treexy,1
Zero Sum Games,1
Exor Studios,1
Sos Sosowski,1
"Xavi Canal, Ben Palgi",1
Rudolf Kremers & Alex May,1
Tuna,1
Skybox Labs,1
Terry Cavanagh,1
Ubisoft - San Francisco,1
Ubisoft - Osaka,1
Galactic Cafe,1
Neko Entertainment,1
CyberConnect2 Co. Ltd.,1
The Story Mechanics,1
Big Huge Games,1
Point Five Projects,1
Laboratory Systems,1
Days of Wonder,1
Alexey Bokulev,1
I-Illusions,1
Humble Hearts LLC,1
L3O Interactive,1
Zero Point Software,1
Gaijin Entertainment,1
"Mine Loader Software Co., Ltd.",1
Serellan LLC,1
Paradox Tinto,1
Crafty Studios,1
Serious Brew,1
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",1
Squad,1
Redlynx Ltd,1
38 Studios,1
Vanguard Games,1
Trapdoor Inc.,1
Cobra Mobile,1
Big Fat Alien,1
DANKIE,1
Manic Game Studios,1
Re-Logic,1
MinMax Games Ltd.,1
Squid In A Box Ltd,1
Spiderweb Software,1
"Aspyr (Mac, Linux, & Windows Update)",1
Shovsoft,1
WB Games Montreal,1
Curve Studios,1
Waterlily Games,1
Born Ready Games Ltd.,1
Data Realms,1
Subatomic Studios LLC,1
Wizarbox,1
Cipher Prime Studios,1
Jasper Byrne,1
"Hardsuit Labs, Inc.",1
Ed Key and David Kanaga,1
Transhuman Design,1
Alexander Bruce,1
Crate Entertainment,1
Chocoarts,1
Kiro'o Games,1
Studio Monolith,1
Dosane Games,1
Blind Bird,1
BANDAI NAMCO Studios Vancouver,1
Hipster Whale,1
3 Sprockets,1
the whale husband,1
UnexEvo,1
Kastriot Sulejmani,1
Logan Gerrol,1
FlipSwitch Games,1
The_Kiddy,1
Blind Sky Studios,1
Chandler Rounsley,1
Michaela Laws,1
Outlands,1
DIMPS,1
Pixel Crow,1
Носков Сергей,1
Skookum Arts,1
MAD Virtual Reality Studio,1
Tenth&Hess Games,1
开水工作室,1
Digital Dawn Studios,1
Pixel Gangsta Studio,1
VGstudio,1
PIXOWL INC.,1
Pixel Maniacs,1
Nuno Donato,1
Kyrylo Kuzyk,1
Rebelephant,1
Minddesk Software GmbH,1
Doomster Entertainment,1
AK Games,1
Stitch Heads Entertainment,1
Sneaky Bastards,1
Wallpaper Engine Team,1
Wayward Prophet,1
Dharker Studios,1
The Revills Games,1
WeMade,1
VALOFE,1
Altfuture,1
Pixel Titans,1
"Orbital Speed Studio Co.,Ltd.",1
Electric Games,1
Wellore,1
DDD Wares,1
VR Designs,1
17Studio,1
Sekerin Productions,1
"Revival Productions, LLC",1
BrainGoodGames,1
Vertical Skull Games,1
Jerzie,1
Retro Army Limited,1
RMAL,1
Hanabira,1
Wastelands Interactive,1
